quarter_end,RET_mean,RET_std,RET_max,abs_RET_mean,abs_RET_max,abs_exceed_sum,upper_exceed_sum,lower_exceed_sum,abs_extreme_score_mean,upper_extreme_score_mean,lower_extreme_score_mean,log_volume_mean,log_volume_std,log_volume_max,rel_spread_mean,rel_spread_max,days_in_quarter,high_spread_ratio,low_volume_ratio,high_volume_ratio,abs_exceed_ratio,upper_exceed_ratio,lower_exceed_ratio,abs_mean_excess,abs_max_excess,abs_es_q,abs_xi,abs_sigma,abs_threshold,upper_mean_excess,upper_max_excess,upper_es_q,upper_xi,upper_sigma,upper_threshold,lower_mean_excess,lower_max_excess,lower_es_q,lower_xi,lower_sigma,lower_threshold,municipal_decline,pred_prob,pred_decline
1996-09-30,-0.0009987187500000003,0.01892249329981511,0.041284,0.01493675,0.057087,1,2,2,0.009309265336331777,0.02619554905513092,0.017797861821547967,14.602218207776957,0.45208195439537485,15.854481736002803,0.008754680145916342,0.01805869074492099,64,0.15625,0.0,0.125,0.015625,0.03125,0.03125,0.007916450000000012,0.021445950000000012,0.06501160769337518,0.05297832333024634,0.007504775264730195,0.03564104999999999,0.005278250000000017,0.010867000000000019,0.04756814001019931,-1.371226706507474,0.014901120619616747,0.030416999999999982,0.009411400000000025,0.027224900000000024,0.06694532480606336,0.31932439014834263,0.00671032124948289,0.029862099999999975,0,0.011239461639816744,0
2002-09-30,-0.005044750000000001,0.03572014051190835,0.074074,0.02933596875,0.082019,12,9,14,0.10422977654009685,0.07837705007653493,0.08626413223614922,13.491128528533132,0.5243956948857913,14.829182414664121,0.004761568604110494,0.014248558181612631,64,0.015625,0.015625,0.0,0.1875,0.140625,0.21875,0.00545240000000001,0.012580400000000005,0.09035871412914769,-1.966595589281773,0.024740559151400433,0.06943859999999999,0.009705100000000105,0.014243100000000106,0.08359384025364153,-2.0155233387240403,0.028707300465780593,0.059830899999999895,0.012580150000000014,0.02725890000000001,0.0981696110579264,-1.453924285022383,0.03963237669299666,0.054760099999999985,0,0.30429146159370907,0
1993-06-30,0.0030416666666666665,0.01979664222180278,0.050167,0.015361476190476191,0.050167,1,3,4,0.013200360353051858,0.03084315764870989,0.04825642504800427,14.465858382174083,0.4521754557899047,15.566760830967809,0.004441542552160809,0.00801068090787717,63,0.0,0.0,0.09523809523809523,0.015873015873015872,0.047619047619047616,0.06349206349206349,0.003279500000000003,0.009024000000000004,0.055594542535877395,0.7127722077451053,0.0015589410599495968,0.041143,0.007347150000000009,0.01441740000000001,0.05910917690483669,-1.6332077706086476,0.023546609711973136,0.03574959999999999,0.0034348500000000066,0.006505600000000007,0.04591100101993392,-1.8765488741995795,0.012208076355992798,0.035161399999999995,0,0.012276486159983233,0
2008-06-30,-0.004389203125,0.014677373255737688,0.02866,0.011832078125,0.055496,1,0,1,0.010033881185236963,0.0,0.0042735554205103315,13.120927406675088,0.4269742238178633,14.176397319732642,0.0007277271139582042,0.0028687246647958087,64,0.0,0.078125,0.0,0.015625,0.0,0.015625,0.007066500000000014,0.02441350000000001,0.10063850474689377,0.9533389682035924,0.002106395849364292,0.031082499999999985,0.00497625000000001,0.012198750000000012,0.035784700938450126,-1.4041450628531882,0.017128814585480347,0.01646124999999999,0.007448850000000028,0.024795850000000026,0.06726818624838557,0.7434036173495381,0.0030207004072232493,0.03070014999999997,0,0.01764011311148987,0
2007-09-30,0.001572666666666667,0.020551844287384602,0.043892,0.016322825396825398,0.047538,1,5,3,0.015063231031621492,0.06797824430112144,0.02893059181423945,13.611372731155262,0.6881214821238233,15.688204798397315,0.0009349891957374452,0.004197836499650187,63,0.0,0.047619047619047616,0.015873015873015872,0.015873015873015872,0.07936507936507936,0.047619047619047616,0.00389225,0.007518999999999998,0.05216903222983297,-1.603560911472755,0.012057174493363642,0.040019,0.0017670499999999974,0.004964299999999998,0.0457053601945296,0.24066354551175095,0.001376950500824226,0.0389277,0.007495400000000011,0.014616900000000009,0.05684561214368085,-1.7530810902638916,0.0256246109882783,0.03292109999999999,0,0.5682488252795119,1
2001-03-31,0.0015484354838709677,0.023594591801568733,0.043499,0.01987746774193548,0.060816,2,1,4,0.01896500320235342,0.011311847935158938,0.03279627782411269,13.36107156392868,0.4388965588678336,14.53417976315487,0.04050707432135985,0.05040418449833565,62,0.45161290322580644,0.016129032258064516,0.0,0.03225806451612903,0.016129032258064516,0.06451612903225806,0.009552800000000016,0.020552550000000017,0.07329168994715622,-1.5446212842035845,0.03174590617465841,0.040263449999999985,0.003055650000000012,0.009300650000000014,0.04708147642177324,0.5199971990999048,0.0017195987166097027,0.03419834999999999,0.011902350000000018,0.02471110000000002,0.07682493408013535,-1.8396493732199874,0.04545975962657648,0.03610489999999998,0,0.00040881363018668664,0
1995-09-30,0.0018719682539682537,0.01521959033504903,0.045767,0.012632920634920634,0.045767,0,1,0,0.0,0.009767829380388206,0.0,14.357031627875552,0.5610657936398553,15.67506916423953,0.0040204719675495035,0.007702182284980745,63,0.0,0.0,0.1111111111111111,0.0,0.015873015873015872,0.0,0.005334250000000001,0.015385000000000003,0.0513983291070705,0.3358887542954222,0.0037398289882690366,0.030382,0.011544100000000002,0.025377600000000004,0.06010273548387503,-1.2983074971568285,0.03294792833984714,0.0203894,0.0058054500000000045,0.011482700000000005,0.04054944381816524,-1.4341904610179204,0.016468378806730483,0.022301299999999996,0,0.03233931895897896,0
2011-12-31,,,,,,0,0,0,,,,0.0,0.0,,0.0,,0,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.8706296167559769,1
1998-06-30,0.005388730158730159,0.031052062521080757,0.177979,0.01882336507936508,0.177979,2,4,3,0.0021329558493963095,0.03004077105747948,0.036959359958916825,15.061113471844173,0.6334879714632141,17.19844555954028,0.009918290820969,0.0346646571213263,63,0.2222222222222222,0.0,0.3968253968253968,0.031746031746031744,0.06349206349206349,0.047619047619047616,0.0,0.0,0.0,3.520680638214875,0.0007168136768045585,0.0397508,0.0,0.0,0.0,2.0697681205376632,0.004961138798643847,0.03781629999999998,0.00720965,0.011928400000000002,0.04887323660154154,-2.3742146134465734,0.028320581595036115,0.0285516,0,0.00034384932145051504,0
1998-09-30,-0.0018250468749999996,0.0347579768185891,0.104972,0.022574671875,0.135011,8,4,7,0.0569399127963396,0.015884764193325886,0.045559482576973294,15.005183631841698,0.4151868373557952,16.307152888701836,0.014883415190475546,0.043668122270742356,64,0.484375,0.0,0.375,0.125,0.0625,0.109375,0.024199850000000134,0.05397435000000013,0.17019995630565435,-1.8732083489017264,0.10110520304654413,0.08103664999999986,0.028622450000000084,0.05929745000000008,0.13619879799975348,-1.1124357923527801,0.06596460577524946,0.04567454999999992,0.0,0.0,0.0,1.6588422629607613,0.006216968672351694,0.04722569999999998,0,0.011487099898907007,0
2010-12-31,,,,,,0,0,0,,,,0.0,0.0,,0.0,,0,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.8706296167559769,1
1996-03-31,0.0022910634920634922,0.020494923727024432,0.066975,0.015551571428571428,0.066975,1,3,2,0.006060889825090129,0.02617393776181841,0.018462510112339955,14.351893642826909,0.47366097258606177,15.480099693400106,0.005891740670135242,0.017977528089887642,63,0.07936507936507936,0.0,0.031746031746031744,0.015873015873015872,0.047619047619047616,0.031746031746031744,0.0,0.0,0.0,1.6971159938272682,0.0008626953039147981,0.042273599999999995,0.012190400000000007,0.031772900000000014,0.07922686490497746,-0.12129628847037333,0.01373797064479165,0.03520209999999999,0.006320250000000003,0.011402500000000003,0.049848337377770016,-1.6822074367079176,0.019181370297062038,0.031294499999999996,0,0.0053199045263141054,0
2000-12-31,-0.0009044920634920634,0.02378847901812774,0.047758,0.01939163492063492,0.064177,3,3,2,0.03689678361247485,0.028449485481931436,0.012352969336229888,13.363478727661581,0.46943181943456047,14.114281669130914,0.017013396587710537,0.05714285714285714,63,0.5079365079365079,0.047619047619047616,0.0,0.047619047619047616,0.047619047619047616,0.031746031746031744,0.007040000000000006,0.020375000000000004,0.07162243157938565,0.34130182303820106,0.004904292208035137,0.043801999999999994,0.008465850000000002,0.012572100000000003,0.056574125503041466,-2.3472272003392085,0.02950957508538457,0.0351859,0.0,0.0,0.0,1.880721981556281,0.0012293462059432287,0.0328061,0,0.0028885095338606268,0
2009-06-30,0.006644952380952381,0.03730167127166002,0.139954,0.028028666666666667,0.139954,9,8,7,0.06056840494729612,0.0491693629843385,0.04820453990525291,13.330367562717493,0.41811497807838566,14.743809304188302,0.0011594454199904273,0.009739807986642588,63,0.0,0.015873015873015872,0.0,0.14285714285714285,0.12698412698412698,0.1111111111111111,0.0,0.0,0.0,3.851550780813501,0.0002760681278642273,0.0805637,0.02204330000000004,0.06729780000000003,0.16421713620325354,0.4448031536392237,0.013470816702868359,0.07265619999999996,0.0203978,0.0432613,0.11734716327733793,-1.76551312994201,0.07637839316836029,0.0464677,0,0.0010315556644278335,0
2004-03-31,-0.001532790322580645,0.014951743650866153,0.035058,0.011988532258064516,0.035058,0,0,0,0.0,0.0,0.0,13.342885111543909,0.46472592111837,14.767593439872886,0.0006231412888330613,0.004853856705708491,62,0.0,0.016129032258064516,0.0,0.0,0.0,0.0,0.002162250000000007,0.006226250000000006,0.03737125858692722,0.3645546736651551,0.0014699493576668516,0.028831749999999993,0.005214900000000012,0.01398340000000001,0.04029692624119817,0.1034647206419432,0.004696882201188853,0.02107459999999999,0.0022402500000000087,0.0037300000000000076,0.032957527473369566,-2.1464246671342657,0.008006164008410829,0.02668299999999999,0,0.06779722823124078,0
1994-12-31,0.001708761904761905,0.01904001205501981,0.06812,0.015698285714285713,0.06812,1,1,1,0.005769121728528102,0.0032898434139007953,0.012073134326995947,14.455248993597616,0.4068158961382628,15.738620021463216,0.004563779688810565,0.008415147265077139,63,0.0,0.0,0.06349206349206349,0.015873015873015872,0.015873015873015872,0.015873015873015872,0.010571350000000009,0.03477360000000001,0.11263226799163684,0.9207066112799897,0.0035295285686701393,0.03334639999999999,0.0,0.0,0.0,1.3992636548282378,0.0024504402631367363,0.027876599999999998,0.008500450000000005,0.017426700000000007,0.04895989203432149,-1.551565151988678,0.02703866043416111,0.020936299999999994,0,0.004679801530331019,0
2008-03-31,-0.0015210819672131142,0.024678273901210544,0.041553,0.017918655737704917,0.072887,4,3,6,0.04170806197749866,0.04026105006531039,0.04068990107294279,13.663474625958262,0.37269844431516563,14.999474819794951,0.0008086336553465839,0.0034493771957840435,61,0.0,0.0,0.0,0.06557377049180328,0.04918032786885246,0.09836065573770492,0.01507533333333333,0.02566299999999999,0.08841065564101563,-1.5310315037540199,0.039290861480839406,0.047224,0.0053663333333333315,0.005992999999999998,0.045561979052512136,-2.020633430099735,0.01210965614658771,0.03556,0.01507533333333333,0.02566299999999999,0.08841065564101563,-1.5310315037540199,0.039290861480839406,0.047224,0,0.23051190437280566,0
2006-06-30,-0.001749809523809524,0.01667962929101586,0.039333,0.013343587301587303,0.043079,0,1,2,0.0,0.01433692154846982,0.021900807281207902,13.12050127431373,0.3917400115202583,14.001326834438979,0.0005602578741746749,0.0032846399861698977,63,0.0,0.031746031746031744,0.0,0.0,0.015873015873015872,0.031746031746031744,0.005002050000000011,0.00966030000000001,0.04834636044067676,-1.1990514254851736,0.011583196485614438,0.03341869999999999,0.0062325500000000025,0.019115800000000002,0.050478640072657247,0.7605160829696184,0.002669201542410743,0.020217199999999998,0.007470100000000004,0.014890100000000003,0.0517673228238172,-1.4009408234116627,0.020860148954682006,0.028188899999999996,0,0.28564376320352824,0
1994-09-30,-0.0006587031249999999,0.017266088753593683,0.065041,0.013514921875,0.065041,1,1,1,0.006491075309045035,0.0036958776951100413,0.013059665424158401,14.4065591545279,0.42860657496817167,15.520095364144984,0.004628192579336946,0.00796812749003984,64,0.0,0.0,0.0625,0.015625,0.015625,0.015625,0.01111565000000002,0.03525115000000002,0.1598709726639238,0.9612510146518014,0.0036745652213244573,0.02978984999999998,0.0,0.0,0.0,1.0026541611224835,0.004173238451514626,0.023735899999999997,0.0054748,0.0135283,0.04486094661585785,-1.4130301950400512,0.019115896387560328,0.0234107,0,0.0030723617529255865,0
2005-06-30,-0.000789625,0.011216675608147573,0.041985,0.008163375,0.041985,0,1,0,0.0,0.011989666512511751,0.0,13.109478626380104,0.5177849492846316,14.418842981187812,0.0006454589013503349,0.0034079844206426624,64,0.0,0.15625,0.0,0.0,0.015625,0.0,0.009469900000000007,0.023343400000000007,0.05459978550908972,-1.1758075117506999,0.027447345069801298,0.018641599999999994,0.01014835,0.024290850000000003,0.055781899758666924,-1.3147479682459648,0.0319363456844675,0.01769415,0.0014723500000000033,0.0033398500000000036,0.02065941036623751,-1.2514229254675047,0.00417956485762265,0.015463149999999997,0,0.3544000322472641,0
1992-06-30,0.003063746031746032,0.02460312797905613,0.089655,0.018639015873015873,0.089655,3,3,3,0.022807787817084445,0.013205674120334259,0.028927683128664637,14.170927073054868,0.48431972167687015,15.39409763984761,0.0,,63,0.0,0.0,0.031746031746031744,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.01714395000000001,0.044793200000000005,0.10680521680021308,0.029190214271892792,0.01664959829700545,0.04486179999999999,0.022690600000000005,0.0521961,0.12225600548396068,-1.6637330050781611,0.08684037430636021,0.037458899999999996,0.008863799999999998,0.014876299999999999,0.05435151732868407,-1.6164032042675673,0.024046098987645613,0.0302847,0,0.046925513614268444,0
2002-06-30,0.001544359375,0.018274346020797767,0.058508,0.014009015625,0.058508,1,1,1,0.008713630711194948,0.0049744706274445424,0.013838805295742856,13.036859149300442,0.5479923184505481,14.42424353142175,0.0043734249421801255,0.01816570669029686,64,0.03125,0.140625,0.0,0.015625,0.015625,0.015625,0.0,0.0,0.0,1.153451185533069,0.0014372001815829254,0.03540079999999999,0.008165700000000007,0.025440700000000004,0.07032667174444263,0.6783519727385069,0.003801452451451124,0.033067299999999994,0.004920750000000019,0.010677250000000017,0.042206282779817375,-1.3482135416782568,0.014395213037884193,0.02539874999999998,0,0.028523837132430903,0
2012-09-30,,,,,,0,0,0,,,,0.0,0.0,,0.0,,0,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.8706296167559769,1
2013-12-31,,,,,,0,0,0,,,,0.0,0.0,,0.0,,0,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.8706296167559769,1
1994-03-31,-0.00020544444444444438,0.0178751367048937,0.046729,0.014253571428571428,0.046771,2,1,3,0.03136142252818557,0.009253524706961672,0.03282648325052801,14.644951002738265,0.37988835486885475,15.636521662521847,0.003521524592192586,0.008064516129032258,63,0.0,0.0,0.14285714285714285,0.031746031746031744,0.015873015873015872,0.047619047619047616,0.008476200000000005,0.012925200000000005,0.05651346748241315,-3.0610387233545757,0.03956453770710258,0.033845799999999995,0.0,0.0,0.0,1.0386742162601283,0.0018124910279950486,0.025744899999999998,0.009287000000000004,0.018224000000000004,0.05660694256241968,-1.1726126860257908,0.02136969359013402,0.028546999999999996,0,0.5433447013544362,1
1993-03-31,0.0038705645161290327,0.026963559017785563,0.090566,0.019349854838709678,0.090566,5,4,3,0.031013780470772682,0.024918134802838738,0.013558009767345978,14.715700423912363,0.5323088758198118,16.62715177007398,0.004837469802094937,0.00966183574879227,62,0.0,0.0,0.16129032258064516,0.08064516129032258,0.06451612903225806,0.04838709677419355,0.02020955,0.0347013,0.11389482880740576,-2.051342088480956,0.07118423721500419,0.055864699999999996,0.02533540000000001,0.051446900000000004,0.12185768323633117,-1.552535187452638,0.07987312253535715,0.03911909999999999,0.023340350000000013,0.053916350000000016,0.11897652169201164,-1.7538088159239615,0.09455896995244194,0.030722649999999987,0,0.1981987747465502,0
2006-03-31,0.002059806451612903,0.01795986253629411,0.053302,0.01395967741935484,0.053302,2,2,1,0.025185110379577633,0.014592857130152152,0.014903251935299868,12.991764071174973,0.4133499524494979,13.876700666921536,0.0005591467555633874,0.0032954644003121624,62,0.0,0.11290322580645161,0.0,0.03225806451612903,0.03225806451612903,0.016129032258064516,0.010101250000000006,0.020571500000000006,0.06438242307347544,-1.1674568817906357,0.024016339243756072,0.032730499999999996,0.012608300000000003,0.025302800000000004,0.0676606231725577,-1.3119874979133852,0.033196957262202814,0.0279992,0.007970200000000004,0.012878450000000007,0.04341641736421213,-1.6212832184728136,0.02087961486494122,0.022572549999999997,0,0.27086702843288357,0
1999-09-30,-0.00365084375,0.020874729251143156,0.036395,0.01384428125,0.0875,3,0,3,0.01758380265127192,0.0,0.007111376775390349,13.203620922660917,0.554765819901604,15.245510990653079,0.004650670212935037,0.012100259291270527,64,0.0,0.03125,0.015625,0.046875,0.0,0.046875,0.026559900000000018,0.051534900000000015,0.11901401004745543,-1.5740564041934686,0.08111883938447002,0.03596509999999998,0.004409950000000071,0.007730200000000069,0.04125887823337945,-1.6969058707996856,0.013117421762455847,0.028664799999999928,0.029026050000000022,0.05471755000000002,0.12020960909302957,-1.4862639458773537,0.08132472177174144,0.03278244999999998,0,0.20581195745887196,0
1991-12-31,0.0034075312500000004,0.037764326647116576,0.1625,0.0238080625,0.1625,7,7,5,0.05307378736211066,0.043399195242748836,0.029502162907406843,13.686302444025086,0.6446145242840753,16.24172829977404,0.0,,64,0.0,0.015625,0.015625,0.109375,0.109375,0.078125,0.04805635000000008,0.09925310000000008,0.23983776906226656,-3.5289345747048464,0.3502576962366379,0.06324689999999993,0.06059455000000001,0.11660130000000002,0.23517140765334793,-1.6542587238752082,0.19288871774019037,0.045898699999999994,0.0062511500000000195,0.018219150000000017,0.07260772351287612,0.5122500015883531,0.0036048253816662445,0.04699784999999998,0,0.7060537903029309,1
2003-06-30,0.003697111111111111,0.02036783296635947,0.046482,0.01616904761904762,0.046482,0,3,2,0.0,0.031126228123672193,0.027765760088889917,13.597738359547538,0.3561093774313654,14.501935696135863,0.002851188573937019,0.009741697416974119,63,0.0,0.0,0.0,0.0,0.047619047619047616,0.031746031746031744,0.0053492,0.008837700000000004,0.05193174242543962,-1.608562771376132,0.014215995204590848,0.0376443,0.0053492,0.008837700000000004,0.05193174242543962,-1.608562771376132,0.014215995204590848,0.0376443,0.0033505500000000016,0.006140300000000001,0.04054256070623593,-1.7005294832350843,0.010441761185908392,0.0305357,0,0.24043218603412622,0
1992-12-31,0.005329453125,0.018653424290027813,0.051887,0.014856859375,0.051887,1,4,0,0.011938390702786053,0.04161007846112978,0.0,14.225149121582543,0.5221631698413308,15.740780732102863,0.007711893474223551,0.011741682974559686,64,0.0,0.0,0.046875,0.015625,0.0625,0.0,0.004813700000000039,0.01176070000000004,0.058413943357656595,-1.247085755736268,0.01466660144748758,0.04012629999999996,0.004813700000000039,0.01176070000000004,0.058413943357656595,-1.247085755736268,0.01466660144748758,0.04012629999999996,0.0022898000000000232,0.006390300000000026,0.03500881724975837,0.10835227452865337,0.0020497351720213464,0.026319699999999977,0,0.097396493458073,0
2015-03-31,0.005848032786885246,0.021079944433012796,0.050835,0.018182786885245904,0.050835,2,3,1,0.0266743934820477,0.03127829610638502,0.013078659825458522,15.529333169425035,0.3745990325097496,16.13045002048654,0.0007214516051579065,0.001709401709401825,61,0.0,0.0,0.8524590163934426,0.03278688524590164,0.04918032786885246,0.01639344262295082,0.008874333333333333,0.013196,0.06091841691709518,-3.239565546852755,0.04274930695626896,0.037639,0.01313833333333333,0.017459999999999996,0.06338837090120095,-2.558451158306125,0.04467055722402494,0.033375,0.00880066666666667,0.011809,0.04447519513456094,-1.3747161450215781,0.016234022956559818,0.02583,1,0.6217599219213877,1
2003-09-30,0.00025212500000000007,0.014227591540093707,0.029156,0.01134475,0.038678,0,0,1,0.0,0.0,0.011641702489416256,13.163593037233625,0.40586638155053595,14.592079806644787,0.0011470255004316498,0.007268660889013085,64,0.0,0.015625,0.0,0.0,0.0,0.015625,0.0,0.0,0.0,1.6021278449462422,0.00020495526988004257,0.028977799999999995,0.006372300000000006,0.008675050000000007,0.035454359978315225,-2.650055295747176,0.02298936219337156,0.020480949999999994,0.007438650000000001,0.017908649999999998,0.048182544529771096,-1.1309406531653425,0.02025362032830951,0.02076935,0,0.017472595079304615,0
